time,i_iss.to_SDS[1],i_iss.to_SDS[2],i_iss.to_SDS[3],i_iss.to_SDS[4],i_iss.to_SDS[5],i_iss.to_WDS[1],i_iss.to_WDS[2],i_iss.to_WDS[3],i_iss.to_WDS[4],i_iss.to_WDS[5]
50.00000000600025,140.8961618755204,94.06617566575432,1.902791451157533,8.909985712732588,0,1.408961632844821e-06,9.406617660641612e-07,1.902791470185448e-08,8.909985801832448e-08,0
50.5,129.4864905263049,86.4489575585428,1.748723981858921,8.188551448661027,0,1.294864918211698e-06,8.64489584230324e-07,1.748723999346161e-08,8.188551530546542e-08,0
51.0,124.7435052065734,83.28248371304423,1.684669449444922,7.8886105548246,0,1.247435064540085e-06,8.328248454586908e-07,1.6846694662916172e-08,7.888610633710709e-08,0
51.5,125.213470334573,83.59623527302962,1.691008224611076,7.918292418347947,0,1.252134715867078e-06,8.359623610899199e-07,1.691008241521159e-08,7.918292497530873e-08,0
52.0,127.5819587375882,85.17746226703396,1.722986479207856,8.068033364157907,0,1.275819600134078e-06,8.517746311880859e-07,1.722986496437721e-08,8.068033444838242e-08,0
52.5,130.4048653163769,87.06206257260216,1.761103053332316,8.246517522608718,0,1.304048666204255e-06,8.70620634432228e-07,1.761103070943347e-08,8.246517605073896e-08,0
53.0,133.1663000915817,88.90562233658522,1.798390805370454,8.42112064988134,0,1.331663014232447e-06,8.890562322564147e-07,1.798390823354362e-08,8.42112073409255e-08,0
53.5,135.7026894955809,90.5989386699092,1.832640397276716,8.58149732929414,0,1.357026908526078e-06,9.05989395758986e-07,1.83264041560312e-08,8.581497415109117e-08,0
54.0,137.9776113130308,92.11769638310216,1.863359713922061,8.725343189148322,0,1.379776126928069e-06,9.211769730427912e-07,1.863359732555658e-08,8.725343276401756e-08,0
54.5,139.9986767849903,93.4669773496684,1.890651379179427,8.853138774614022,0,1.399986781849771e-06,9.346697828433818e-07,1.890651398085942e-08,8.853138863145413e-08,0
55.0,141.787161975524,94.66098603531428,1.914802607082415,8.966228990270427,0,1.417871633933957e-06,9.466098698192416e-07,1.914802626230442e-08,8.966229079932718e-08,0
55.5,143.3672912969053,95.71589509022462,1.936140457464093,9.066145322102544,0,1.433672927305782e-06,9.57158960473836e-07,1.9361404768254986e-08,9.066145412764e-08,0
56.0,144.7624006997164,96.64728389603978,1.954980008990592,9.154363153243883,0,1.447624021473404e-06,9.664728486251264e-07,1.954980028540393e-08,9.154363244787521e-08,0
56.5,145.993815284004,97.4693892870951,1.971609195517311,9.232230758901508,0,1.459938167439422e-06,9.7469390261789e-07,1.971609215233403e-08,9.23223085122382e-08,0
57.0,147.0806180839679,98.19495122109566,1.986285680518922,9.300954670603934,0,1.470806195547742e-06,9.819495220304518e-07,1.986285700381779e-08,9.300954763613485e-08,0
57.5,148.0397416317392,98.83527392970248,1.999238092164317,9.36160545954652,0,1.480397431121367e-06,9.883527491805522e-07,1.9992381121566996e-08,9.361605553162577e-08,0
58.0,148.8861670637137,99.40035885933652,2.010668711303404,9.415130323322307,0,1.488861685525754e-06,9.940035985334013e-07,2.0106687314100912e-08,9.415130417473613e-08,0
58.5,149.6331254885536,99.89903911968368,2.020756189917288,9.462365815300435,0,1.496331269848849e-06,9.98990401186741e-07,2.0207562101248512e-08,9.462365909924097e-08,0
59.0,150.2923015455668,100.339115386981,2.029658299639592,9.504050714815122,0,1.502923030484898e-06,1.003391163903722e-06,2.0296583199361757e-08,9.504050809855633e-08,0
59.00000001210027,150.2923015605427,100.3391153969792,2.029658299841842,9.504050715762178,0,1.502923030634658e-06,1.003391164003704e-06,2.0296583201384253e-08,9.504050810802686e-08,0
59.5,149.3345159271987,99.69969542957922,2.016728745830594,9.44350695967049,0,1.493345174205438e-06,9.96996964265762e-07,2.016728765997882e-08,9.443507054105561e-08,0
60.0,140.8971084985038,94.06680860662144,1.902804308736245,8.910045919458096,0,1.408971099074749e-06,9.406680954728956e-07,1.9028043277642882e-08,8.910046008558558e-08,0
60.00000000700113,140.897108336676,94.06680849858364,1.902804306551127,8.910045909226092,0,1.408971097456472e-06,9.406680943925176e-07,1.902804325579171e-08,8.910045998326555e-08,0
60.5,129.4873285318367,86.44951788186341,1.748735364726412,8.188604749923558,0,1.2948732982671e-06,8.644951874635861e-07,1.7487353822137663e-08,8.188604831809606e-08,0
61.0,124.7442473215658,83.28297993585323,1.684679531020069,7.888657762673068,0,1.247442485690083e-06,8.328298076868304e-07,1.684679547866864e-08,7.888657841559649e-08,0
61.5,125.2141253582881,83.5966732851209,1.691017124900963,7.918334094725913,0,1.252141266104294e-06,8.359667412108764e-07,1.691017141811134e-08,7.918334173909258e-08,0
62.0,127.582536682371,85.17784876079936,1.722994334045176,8.068070145113715,0,1.275825379581963e-06,8.517784961257786e-07,1.722994351275119e-08,8.06807022579442e-08,0
62.5,130.4053754958612,87.06240377101344,1.761109988879756,8.246549998910076,0,1.30405376799915e-06,8.706240464163749e-07,1.7611100064908562e-08,8.246550081375578e-08,0
63.0,133.166750437494,88.90592353904358,1.798396929053255,8.421149324556234,0,1.331667517691615e-06,8.890592442810283e-07,1.7983969470372253e-08,8.421149408767728e-08,0
63.5,135.7030869621696,90.59920452287062,1.832645803290266,8.581522643420643,0,1.357030883192005e-06,9.059920542886268e-07,1.832645821616725e-08,8.58152272923587e-08,0
64.0,137.9779619242071,92.11793091171572,1.863364483882092,8.725365524899143,0,1.379779633039867e-06,9.211793183289504e-07,1.863364502515737e-08,8.7253656121528e-08,0
64.5,139.9989860927462,93.46718426385226,1.89065558831562,8.853158484258667,0,1.39998987492736e-06,9.346718519852412e-07,1.890655607222177e-08,8.853158572790253e-08,0
65.0,141.7874350704275,94.66116873675816,1.914806324380343,8.966246396839813,0,1.417874364883019e-06,9.466116968336988e-07,1.914806343528406e-08,8.96624648650228e-08,0
65.5,143.3675323210815,95.71605634724015,1.936143739087044,9.066160688586136,0,1.433675337547569e-06,9.571605730440075e-07,1.9361437584484826e-08,9.066160779247745e-08,0
66.0,144.7626134008563,96.64742621341992,1.954982905760908,9.154376717621687,0,1.447626148484824e-06,9.66474271798942e-07,1.9549829253107386e-08,9.154376809165457e-08,0
66.5,145.9940029011331,97.4695148298522,1.971611751373681,9.23224272692024,0,1.459940043610732e-06,9.746951580454738e-07,1.971611771089799e-08,9.23224281924267e-08,0
67.0,147.0807837217185,98.19506206432143,1.986287937572525,9.300965239452845,0,1.470807851925264e-06,9.81950630462721e-07,1.986287957435404e-08,9.300965332462496e-08,0
67.5,148.0398876939271,98.8353716804466,1.999240083046789,9.36161478202606,0,1.48039889174326e-06,9.883537266880034e-07,1.9992401030391916e-08,9.36161487564221e-08,0
68.0,148.8862959561335,99.4004451258036,2.010670468659761,9.415138552295604,0,1.488862974449965e-06,9.940044611980805e-07,2.0106704887664665e-08,9.415138646446993e-08,0
68.5,149.6332392442068,99.89911526101892,2.020757741346994,9.46237308000436,0,1.496332407405392e-06,9.989911626001008e-07,2.020757761554572e-08,9.462373174628092e-08,0
69.0,150.2924019686943,100.3391826094519,2.029659669641139,9.504057129965982,0,1.502924034716183e-06,1.003391836128437e-06,2.0296596899377363e-08,9.504057225006557e-08,0
69.00000001410116,150.2924019861463,100.3391826211031,2.029659669876829,9.50405713106962,0,1.502924034890704e-06,1.003391836244949e-06,2.0296596901734265e-08,9.504057226110192e-08,0
69.5,149.3346046110113,99.69975479806978,2.016729956013404,9.44351262645628,0,1.493346061043574e-06,9.969975579506734e-07,2.016729976180704e-08,9.44351272089141e-08,0
70.0,140.8971863816591,94.06686074773984,1.902805371773569,8.91005089722241,0,1.40897187790631e-06,9.406686168840846e-07,1.9028053908016236e-08,8.91005098632292e-08,0
70.00000000800067,140.8971861967272,94.06686062427748,1.902805369276482,8.91005088552958,0,1.408971876056991e-06,9.406686156494612e-07,1.902805388304536e-08,8.910050974630092e-08,0
70.5,129.4873976640964,86.44956416508965,1.748736308373959,8.188609168634905,0,1.294873989589704e-06,8.644956502958532e-07,1.748736325861322e-08,8.188609250520998e-08,0
71.0,124.7443090949119,83.28302129360341,1.68468037431761,7.888661711486824,0,1.24744310342355e-06,8.328302212643364e-07,1.6846803911644143e-08,7.888661790373444e-08,0
71.5,125.2141790228332,83.59670921909554,1.691017857903192,7.918337527072319,0,1.25214180274975e-06,8.359671005506265e-07,1.6910178748133712e-08,7.918337606255697e-08,0
72.0,127.5825789080487,85.17787704904622,1.722994911899994,8.068072850968933,0,1.275825801838745e-06,8.517787790082499e-07,1.722994929129943e-08,8.068072931649664e-08,0
72.5,130.4054180173567,87.06243224850543,1.761110570066153,8.2465527203657,0,1.304054193214109e-06,8.706243311912977e-07,1.761110587677259e-08,8.24655280283123e-08,0
73.0,133.1667888888348,88.90594929164426,1.798397454685158,8.421151785873134,0,1.331667902205027e-06,8.890595018070377e-07,1.7983974726691333e-08,8.421151870084653e-08,0
73.5,135.7031203464644,90.5992268856116,1.832646259951646,8.581524781777087,0,1.357031217034957e-06,9.059922779160388e-07,1.832646278278109e-08,8.581524867592336e-08,0
74.0,137.9779886652261,92.11794883281858,1.863364850325239,8.725367240800908,0,1.37977990045006e-06,9.211794975399808e-07,1.8633648689588882e-08,8.725367328054586e-08,0
74.5,139.9990082060135,93.46719908941652,1.890655891797753,8.853159905340032,0,1.399990096060036e-06,9.346720002408852e-07,1.890655910704312e-08,8.853159993871635e-08,0
75.0,141.7874575934582,94.66118383037688,1.914806632970978,8.966247841842177,0,1.417874590113328e-06,9.466118477698874e-07,1.914806652119045e-08,8.96624793150466e-08,0
75.5,143.3675520404969,95.71606956406588,1.936144009425814,9.066161954470829,0,1.433675534741725e-06,9.571607052122658e-07,1.9361440287872543e-08,9.066162045132449e-08,0
76.0,144.7626313610831,96.64743825114849,1.954983151983767,9.15437787058154,0,1.447626328087094e-06,9.664743921762289e-07,1.9549831715335992e-08,9.154377962125325e-08,0
76.5,145.9940162956457,97.46952381525448,1.971611935601004,9.232243589580628,0,1.459940177555859e-06,9.746952478994973e-07,1.9716119553171232e-08,9.232243681903065e-08,0
77.0,147.0807937322782,98.19506878586738,1.986288075880375,9.300965887091325,0,1.470807952030862e-06,9.819506976781808e-07,1.986288095743257e-08,9.300965980100985e-08,0
77.5,148.0398821092352,98.83536798558237,1.999240010588519,9.361614442733936,0,1.48039883589634e-06,9.883536897393606e-07,1.9992400305809192e-08,9.361614536350085e-08,0
78.0,148.8862679225352,99.40042644022267,2.010670092810577,9.415136792349251,0,1.488862694113979e-06,9.940042743422697e-07,2.0106701129172786e-08,9.415136886500622e-08,0
78.5,149.6331950471056,99.89908578206813,2.020757146955867,9.462370296716438,0,1.496331965434375e-06,9.9899086781059e-07,2.020757167163438e-08,9.462370391340144e-08,0
79.0,150.2923465063856,100.3391456068119,2.02965892293425,9.504053633446324,0,1.502923480093091e-06,1.003391466102034e-06,2.02965894323084e-08,9.504053728486861e-08,0
79.00000001610235,150.2923465263139,100.3391456201164,2.029658923203381,9.504053634706551,0,1.502923480292374e-06,1.003391466235079e-06,2.029658943499971e-08,9.50405372974709e-08,0
79.5,149.3345533238951,99.69972058117006,2.016729265461032,9.443509392885012,0,1.493345548172407e-06,9.969972157816728e-07,2.016729285628325e-08,9.443509487320109e-08,0
80.0,140.8971301772022,94.06682324587592,1.902804614607445,8.910047351726476,0,1.408971315861735e-06,9.406682418654416e-07,1.902804633635492e-08,8.910047440826953e-08,0
80.00000000900073,140.8971299691547,94.0668231069814,1.902804611798234,8.910047338572106,0,1.408971313781261e-06,9.406682404764964e-07,1.9028046308262813e-08,8.910047427672583e-08,0
80.5,129.4873576647835,86.44953747972887,1.748735769817014,8.188606646795384,0,1.294873589596571e-06,8.644953834422427e-07,1.7487357873043722e-08,8.188606728681454e-08,0
81.0,124.7442505655218,83.28298223569709,1.684679585432387,7.888658017463463,0,1.247442518129643e-06,8.328298306852693e-07,1.684679602279183e-08,7.888658096350046e-08,0
81.5,125.2141439338518,83.59668580899779,1.691017385363853,7.918335314365955,0,1.252141451859933e-06,8.359668664496467e-07,1.691017402274027e-08,7.918335393549308e-08,0
82.0,127.5825526630061,85.177859542141,1.722994558681692,8.068071196993655,0,1.275825539388316e-06,8.51778603939196e-07,1.7229945759116382e-08,8.06807127767437e-08,0
82.5,130.4053833734049,87.0624091333107,1.761110103354518,8.246550534948058,0,1.304053846774588e-06,8.70624100039348e-07,1.76111012096562e-08,8.246550617413565e-08,0
83.0,133.166758875379,88.90592926676281,1.798397050397855,8.421149892762832,0,1.331667602070466e-06,8.890593015582212e-07,1.7983970683818262e-08,8.421149976974333e-08,0
83.5,135.7030963355874,90.59921086711245,1.832645936627926,8.581523267785771,0,1.357030976926184e-06,9.059921177310456e-07,1.832645954954385e-08,8.581523353601006e-08,0
84.0,137.9779869092877,92.11794767105344,1.8633648274637,8.725367133749769,0,1.379779882890676e-06,9.211794859223292e-07,1.8633648460973482e-08,8.725367221003444e-08,0
84.5,139.9989993696197,93.46719319974416,1.890655773245905,8.85315935021074,0,1.399990007696097e-06,9.34671941344161e-07,1.890655792152463e-08,8.853159438742335e-08,0
85.0,141.7874423706816,94.66117367623124,1.914806428091789,8.966246882477641,0,1.417874437885561e-06,9.466117462284298e-07,1.914806447239854e-08,8.966246972140113e-08,0
85.5,143.3675381336629,95.71606028769494,1.936143822252187,9.066161078014115,0,1.433675395673383e-06,9.571606124485556e-07,1.936143841613625e-08,9.06616116867573e-08,0
86.0,144.7626201649123,96.64743078372771,1.954983001359674,9.154377165271187,0,1.447626216125385e-06,9.664743175020204e-07,1.954983020909504e-08,9.154377256814961e-08,0
86.5,145.9940177977959,97.46952482494028,1.971611956409341,9.232243687017474,0,1.459940192577361e-06,9.746952579963556e-07,1.9716119761254613e-08,9.232243779339913e-08,0
87.0,147.0807920940285,98.19506769986138,1.986288054070275,9.300965784963651,0,1.470807935648365e-06,9.819506868181209e-07,1.986288073933157e-08,9.30096587797331e-08,0
87.5,148.0398925086531,98.83537493619497,1.999240151240591,9.361615101349445,0,1.480398939890521e-06,9.88353759245487e-07,1.9992401712329923e-08,9.361615194965597e-08,0
88.0,148.8862992260143,99.40044734594711,2.010670515751642,9.415138772807412,0,1.488863007148773e-06,9.940044833995162e-07,2.0106705358583482e-08,9.415138866958801e-08,0
88.5,149.6332393946333,99.89911539519372,2.020757746045038,9.462373102003356,0,1.496332408909657e-06,9.989911639418489e-07,2.020757766252616e-08,9.462373196627089e-08,0
89.0,150.2923962673942,100.3391788339635,2.029659595072018,9.50405678078962,0,1.502923977703182e-06,1.003391798373553e-06,2.029659615368615e-08,9.50405687583019e-08,0
89.00000001810079,150.2923962897962,100.3391788489194,2.029659595374556,9.504056782206282,0,1.502923977927202e-06,1.003391798523112e-06,2.029659615671153e-08,9.504056877246852e-08,0
89.5,149.3346091499115,99.69975785617898,2.016730019480041,9.443512923644311,0,1.493346106432576e-06,9.969975885317657e-07,2.016730039647341e-08,9.443513018079445e-08,0
90.0,140.8971736547073,94.0668522761739,1.902805201882953,8.910050101694893,0,1.408971750636791e-06,9.406685321684244e-07,1.902805220911005e-08,8.910050190795395e-08,0
90.00000001000096,140.89717342354,94.06685212184438,1.902805198761562,8.910050087078707,0,1.408971748325118e-06,9.406685306251292e-07,1.9028052177896143e-08,8.910050176179213e-08,0
90.5,129.4873958341134,86.4495629657084,1.748736285403377,8.188609061073166,0,1.294873971289874e-06,8.644956383020404e-07,1.74873630289074e-08,8.188609142959258e-08,0
91.0,124.7442934996149,83.28301090216522,1.684680165337799,7.888660732920766,0,1.247442947470578e-06,8.328301173499534e-07,1.684680182184601e-08,7.888660811807375e-08,0
91.5,125.2141747661616,83.5967063956813,1.691017801858149,7.918337264636553,0,1.252141760183034e-06,8.359670723164837e-07,1.6910178187683272e-08,7.918337343819929e-08,0
92.0,127.5825458151756,85.17785497275364,1.722994466442079,8.068070765073683,0,1.27582547091001e-06,8.51778558245322e-07,1.722994483672024e-08,8.068070845754391e-08,0
92.5,130.4053613118284,87.06239440665779,1.761109805610752,8.2465491407371,0,1.30405362615882e-06,8.706239527728175e-07,1.76110982322185e-08,8.246549223202592e-08,0
93.0,133.1667426732281,88.90591845169783,1.798396831814593,8.421148869227789,0,1.331667440048955e-06,8.890591934075702e-07,1.7983968497985622e-08,8.421148953439278e-08,0
93.5,135.7030896986828,90.5992064376754,1.832645847120217,8.58152284865818,0,1.357030910557137e-06,9.059920734366748e-07,1.8326458654466762e-08,8.58152293447341e-08,0
94.0,137.9779721156637,92.11793779588648,1.863364627746003,8.725366198554372,0,1.379779734954434e-06,9.211793871706588e-07,1.86336464637965e-08,8.725366285808036e-08,0
94.5,139.9990031503445,93.46719572400228,1.890655824544305,8.853159590419944,0,1.399990045503346e-06,9.346719665867425e-07,1.8906558434508632e-08,8.853159678951543e-08,0
95.0,141.787426327393,94.66116296566952,1.914806211617744,8.96624586881919,0,1.417874277452673e-06,9.466116391228116e-07,1.914806230765807e-08,8.96624595848165e-08,0
95.5,143.3675006441401,95.71603526052428,1.936143315922718,9.066158707082543,0,1.433675020778151e-06,9.571603621768464e-07,1.9361433352841516e-08,9.066158797744136e-08,0
96.0,144.7625997393545,96.64741714932566,1.954982725437795,9.154375873243104,0,1.447626011869806e-06,9.664741811579986e-07,1.9549827449876226e-08,9.154375964786865e-08,0
96.5,145.9940052180165,97.46951642844994,1.971611786475224,9.23224289128626,0,1.459940066779566e-06,9.746951740314512e-07,1.971611806191342e-08,9.23224298360869e-08,0
97.0,147.0807954825459,98.19506996395464,1.986288099803189,9.300965999111977,0,1.470807969533539e-06,9.819507094590536e-07,1.98628811966607e-08,9.30096609212164e-08,0
97.5,148.0399178877542,98.8353918821816,1.999240493869739,9.361616705740094,0,1.480399193681534e-06,9.883539287053551e-07,1.9992405138621453e-08,9.361616799356265e-08,0
98.0,148.8863562499465,99.40048541915594,2.010671285632524,9.4151423778413,0,1.488863577388101e-06,9.940048641316082e-07,2.010671305739237e-08,9.415142471992725e-08,0
98.5,149.6333281921217,99.89917468067976,2.020758944964308,9.462378716046643,0,1.49633329688455e-06,9.989917567967152e-07,2.020758965171898e-08,9.462378810670437e-08,0
99.0,150.2925122096293,100.3392562408174,2.029661160530341,9.504064111183755,0,1.502925137125545e-06,1.0033925724421e-06,2.029661180826953e-08,9.504064206224397e-08,0
99.00000002010174,150.2925122345087,100.3392562574273,2.029661160866337,9.504064112757083,0,1.502925137374338e-06,1.003392572608199e-06,2.0296611811629493e-08,9.504064207797725e-08,0
99.5,149.3347169494195,99.699829825828,2.016731475004106,9.443519739261744,0,1.493347184427667e-06,9.969983082282633e-07,2.016731495171421e-08,9.443519833696944e-08,0
100.0,140.8972649393231,94.06691321988824,1.902806434438909,8.910055873244858,0,1.408972663482958e-06,9.40669141605574e-07,1.9028064534669746e-08,8.91005596234542e-08,0
